metabolite	HMDB_ID	reaction	gene	direction
Ammonia	HMDB0000051	dCMP + Water → dUMP + Ammonia	Dctd[Unknown]	product
Ammonia	HMDB0000051	tRNA(Ala) adenine + Water → tRNA(Ala) hypoxanthine + Ammonia	Adat1[Unknown]	product
Anandamide	HMDB0004080	Anandamide + Water → Arachidonic acid + Ethanolamine	Faah[Enzyme]	substrate
Androstanedione	HMDB0000899	Androstanedione + Acceptor → Androstenedione + Reduced acceptor	Srd5a2[Enzyme]; Srd5a1[Enzyme]; Srd5a3[Enzyme]	substrate
Androstanedione	HMDB0000899	Androsterone + NAD → Androstanedione + NADH + Hydrogen Ion	Akr1c19[Unknown]; Akr1c12[Unknown]; Akr1c13[Unknown]; Akr1cl[Unknown]; Akr1c6[Unknown]; Akr1c20[Unknown]; Akr1c14[Unknown]; Akr1c21[Unknown]; Akr1c18[Unknown]	product
Androstanedione	HMDB0000899	Androsterone + NADP → Androstanedione + NADPH + Hydrogen Ion	Akr1c19[Unknown]; Akr1c12[Unknown]; Akr1c13[Unknown]; Akr1cl[Unknown]; Akr1c6[Unknown]; Akr1c20[Unknown]; Akr1c14[Unknown]; Akr1c21[Unknown]; Akr1c18[Unknown]	product
Androstenedione	HMDB0000053	17-Hydroxyprogesterone + Reduced acceptor + Oxygen → Androstenedione + Acetic acid + Acceptor + Water	Cyp17a1[Unknown]	product
Androstenedione	HMDB0000053	Androstanedione + Acceptor → Androstenedione + Reduced acceptor	Srd5a2[Enzyme]; Srd5a1[Enzyme]; Srd5a3[Enzyme]	product
Androstenedione	HMDB0000053	Dehydroepiandrosterone + NAD → Androstenedione + NADH + Hydrogen Ion	Hsd3b8[Unknown]; Hsd3b1[Unknown]; Hsd3b6[Unknown]; Hsd3b9[Unknown]; Hsd3b2[Unknown]; Hsd3b3[Unknown]; Hsd3b5[Unknown]; Hsd3b4[Unknown]; Hsd3b8[Unknown]; Hsd3b1[Unknown]; Hsd3b6[Unknown]; Hsd3b9[Unknown]; Hsd3b2[Unknown]; Hsd3b3[Unknown]; Hsd3b5[Unknown]; Hsd3b4[Unknown]	product
Androstenedione	HMDB0000053	Etiocholanedione + NADP → Hydrogen Ion + NADPH + Androstenedione	Akr1d1[Enzyme]	product
Androstenedione	HMDB0000053	Reduced adrenal ferredoxin + Androstenedione + Oxygen → 11b-Hydroxyandrost-4-ene-3,17-dione + Oxidized adrenal ferredoxin + Water	Cyp11b1[Unknown]; Cyp11b2[Unknown]; Cyp11b1[Unknown]; Cyp11b2[Unknown]	substrate
Androstenedione	HMDB0000053	Testosterone + NAD → Androstenedione + NADH	Akr1c19[Unknown]; Akr1c12[Unknown]; Akr1c13[Unknown]; Akr1cl[Unknown]; Akr1c6[Unknown]; Akr1c20[Unknown]; Akr1c14[Unknown]; Akr1c21[Unknown]; Akr1c18[Unknown]; Hsd17b2[Unknown]; H2-Ke6[Unknown]; Hsd17b6[Unknown]	product
Androstenedione	HMDB0000053	Testosterone + NAD → Androstenedione + NADH + Hydrogen Ion	Hsd17b2[Unknown]; H2-Ke6[Unknown]; Hsd17b6[Unknown]	product
Androstenedione	HMDB0000053	Testosterone + NADP → Androstenedione + NADPH	Akr1c19[Unknown]; Akr1c12[Unknown]; Akr1c13[Unknown]; Akr1cl[Unknown]; Akr1c6[Unknown]; Akr1c20[Unknown]; Akr1c14[Unknown]; Akr1c21[Unknown]; Akr1c18[Unknown]; Hsd17b3[Enzyme]	product
Androstenedione	HMDB0000053	Testosterone + NADP → Androstenedione + NADPH + Hydrogen Ion	Hsd17b3[Enzyme]	product
Androsterone	HMDB0000031	Androsterone + NAD → Androstanedione + NADH + Hydrogen Ion	Akr1c19[Unknown]; Akr1c12[Unknown]; Akr1c13[Unknown]; Akr1cl[Unknown]; Akr1c6[Unknown]; Akr1c20[Unknown]; Akr1c14[Unknown]; Akr1c21[Unknown]; Akr1c18[Unknown]	substrate
Androsterone	HMDB0000031	Androsterone + NADP → Androstanedione + NADPH + Hydrogen Ion	Akr1c19[Unknown]; Akr1c12[Unknown]; Akr1c13[Unknown]; Akr1cl[Unknown]; Akr1c6[Unknown]; Akr1c20[Unknown]; Akr1c14[Unknown]; Akr1c21[Unknown]; Akr1c18[Unknown]	substrate
Androsterone	HMDB0000031	Androsterone + Uridine diphosphate glucuronic acid → Androsterone glucuronide + Uridine 5&#39;-diphosphate	Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt1a5[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt2b1[Enzyme]; Ugt2b38[Enzyme]; Ugt2b35[Enzyme]; Ugt2b36[Enzyme]; Ugt2b5[Enzyme]; Ugt2b37[Enzyme]; Ugt2a1[Enzyme]; Ugt1a1[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt1a2[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt2b1[Enzyme]; Ugt2b38[Enzyme]; Ugt2b35[Enzyme]; Ugt2b36[Enzyme]; Ugt2b5[Enzyme]; Ugt2b37[Enzyme]; Ugt1a6b[Enzyme]; Ugt1a2[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt2a3[Enzyme]	substrate
Androsterone glucuronide	HMDB0002829	Androsterone + Uridine diphosphate glucuronic acid → Androsterone glucuronide + Uridine 5&#39;-diphosphate	Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt1a5[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt2b1[Enzyme]; Ugt2b38[Enzyme]; Ugt2b35[Enzyme]; Ugt2b36[Enzyme]; Ugt2b5[Enzyme]; Ugt2b37[Enzyme]; Ugt2a1[Enzyme]; Ugt1a1[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt1a2[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt2b1[Enzyme]; Ugt2b38[Enzyme]; Ugt2b35[Enzyme]; Ugt2b36[Enzyme]; Ugt2b5[Enzyme]; Ugt2b37[Enzyme]; Ugt1a6b[Enzyme]; Ugt1a2[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt2a3[Enzyme]	product
Arachidic acid	HMDB0002212	Eicosanoyl-CoA + Water → Coenzyme A + Arachidic acid	Acot7[Enzyme]; Acot2[Enzyme]; Acot4[Enzyme]; Acot5[Enzyme]; Acot2[Enzyme]; Acot1[Enzyme]; Acot3[Enzyme]	product
Arachidonic acid	HMDB0001043	Anandamide + Water → Arachidonic acid + Ethanolamine	Faah[Enzyme]	product
Arachidonic acid	HMDB0001043	Arachidonic acid + AH(2) + Oxygen → prostaglandin H(2) + A + Water	Ptgs2[Unknown]; Ptgs1[Unknown]	substrate
Arachidonic acid	HMDB0001043	Arachidonic acid + Oxygen + NADPH + Hydrogen Ion → 11,12-Epoxyeicosatrienoic acid + NADP + Water	Cyp4a32[Unknown]; Cyp4a30b[Unknown]; Cyp4a31[Unknown]; Cyp4a10[Unknown]; Cyp4a14[Unknown]; Cyp4a12b[Unknown]; Cyp4a29[Unknown]; Cyp4a12a[Unknown]; Cyp4a32[Unknown]; Cyp4a30b[Unknown]; Cyp4a31[Unknown]; Cyp4a10[Unknown]; Cyp4a14[Unknown]; Cyp4a12b[Unknown]; Cyp4a29[Unknown]; Cyp4a12a[Unknown]	substrate
Arachidonic acid	HMDB0001043	Arachidonic acid + Oxygen + NADPH + Hydrogen Ion → 20-Hydroxyeicosatetraenoic acid + NADP + Water	Cyp4a32[Unknown]; Cyp4a30b[Unknown]; Cyp4a31[Unknown]; Cyp4a10[Unknown]; Cyp4a14[Unknown]; Cyp4a12b[Unknown]; Cyp4a29[Unknown]; Cyp4a12a[Unknown]; Cyp4f15[Unknown]; Cyp4f14[Unknown]; Cyp4f40[Unknown]; Cyp4f18[Unknown]; Cyp4f15[Unknown]; Cyp4f14[Unknown]; Cyp4f40[Unknown]; Cyp4f14[Unknown]; Cyp4a32[Unknown]; Cyp4a30b[Unknown]; Cyp4a31[Unknown]; Cyp4a10[Unknown]; Cyp4a14[Unknown]; Cyp4a12b[Unknown]; Cyp4a29[Unknown]; Cyp4a12a[Unknown]; Cyp4f39[Unknown]	substrate
Arachidonic acid	HMDB0001043	Arachidonic acid + Oxygen → 12(S)-HPETE	Alox12[Unknown]	substrate
Arachidonic acid	HMDB0001043	Arachidonic acid + Oxygen → 15(S)-HPETE	Alox8[Unknown]; Alox15[Unknown]	substrate
Arachidonic acid	HMDB0001043	Arachidonic acid + Oxygen → 5(S)-Hydroperoxyeicosatetraenoic acid	Alox5[Unknown]	substrate
Arachidonic acid	HMDB0001043	Arachidonic acid + Oxygen → 8(S)-HPETE	Alox8[Unknown]	substrate
Arachidonic acid	HMDB0001043	Arachidonic acid + Oxygen → Leukotriene A4 + Water	Alox5[Unknown]	substrate
Arachidonic acid	HMDB0001043	Arachidonic acid + Oxygen → Prostaglandin G2	Ptgs2[Unknown]; Ptgs1[Unknown]	substrate
Arachidonic acid	HMDB0001043	Arachidonic acid + Oxygen → leukotriene A(4) + Water	Alox5[Unknown]	substrate
Arachidonic acid	HMDB0001043	Arachidonyl-CoA + Water → Coenzyme A + Arachidonic acid	Acot7[Enzyme]; Acot2[Enzyme]; Acot4[Enzyme]; Acot5[Enzyme]; Acot2[Enzyme]; Acot1[Enzyme]; Acot3[Enzyme]	product
Arachidonic acid	HMDB0001043	Phosphatidylcholine + Water → 1-Acyl-sn-glycero-3-phosphocholine + Arachidonic acid	Pla2g5[Unknown]; Pla2g2f[Unknown]; Pla2g4a[Unknown]; Pla2g1b[Unknown]; Pla2g12b[Unknown]; Pla2g10[Unknown]; Pla2g2e[Unknown]; Pla2g12a[Unknown]; Pla2g6[Unknown]; Pla2g2a[Unknown]; Pla2g2d[Unknown]; Pla2g4c[Unknown]; Pla2g3[Unknown]; Plb1[Unknown]; Pla2g4d[Unknown]; Pla2g4e[Unknown]; Pla2g4f[Unknown]; Pla2g4b[Unknown]	product
Arachidonyl-CoA	HMDB0006523	Arachidonyl-CoA + Water → Coenzyme A + Arachidonic acid	Acot7[Enzyme]; Acot2[Enzyme]; Acot4[Enzyme]; Acot5[Enzyme]; Acot2[Enzyme]; Acot1[Enzyme]; Acot3[Enzyme]	substrate
Argininosuccinic acid	HMDB0000052	Adenosine triphosphate + Citrulline + L-Aspartic acid → Adenosine monophosphate + Pyrophosphate + Argininosuccinic acid	Ass1[Enzyme]; Ass1[Enzyme]	product
Argininosuccinic acid	HMDB0000052	Argininosuccinic acid → Fumaric acid + L-Arginine	Asl[Enzyme]	substrate
Ascorbic acid	HMDB0000044	Dopamine + Ascorbic acid + Oxygen → Norepinephrine + Dehydroascorbic acid + Water	Dbh[Unknown]; Dbh[Unknown]	substrate
Ascorbic acid	HMDB0000044	Glutathione + Dehydroascorbic acid → Oxidized glutathione + Ascorbic acid	Gsto1[Enzyme]; Gsto2[Enzyme]	product
Ascorbic acid	HMDB0000044	Peptidylglycine + Ascorbic acid + Oxygen → peptidyl(2-hydroxyglycine) + Dehydroascorbic acid + Water	Pam[Unknown]	substrate
Benzoic acid	HMDB0001870	Benzoic acid → 6-(benzoyloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid	Ugt1a1[Enzyme]	substrate
Benzoic acid	HMDB0001870	Benzoic acid → Hippuric acid	Keg1[Enzyme]; Glyat[Enzyme]	substrate
Benzoic acid	HMDB0001870	Benzoyl phosphate + Water → Benzoic acid + Phosphate	Acyp2[Enzyme]; Acyp1[Enzyme]	product
Benzoic acid	HMDB0001870	Cocaine + Water → Ecgonine methyl ester + Benzoic acid	Ces1b[Enzyme]; Ces1d[Enzyme]; Ces1c[Enzyme]; Ces1a[Enzyme]; Ces1g[Enzyme]; Ces1e[Enzyme]; Ces1f[Enzyme]; Ces2h[Enzyme]; Ces2f[Enzyme]; Ces2e[Enzyme]; Ces2a[Enzyme]; Ces2c[Enzyme]; Ces2b[Enzyme]; Ces2g[Enzyme]	product
Betaine	HMDB0000043	Betaine + Homocysteine → Dimethylglycine + L-Methionine	Bhmt[Unknown]; Bhmt2[Unknown]	substrate
Betaine	HMDB0000043	Betaine aldehyde + NAD + Water → Betaine + NADH	Aldh7a1[Unknown]	product
Betaine	HMDB0000043	Betaine aldehyde + NAD + Water → Betaine + NADH + Hydrogen Ion	Aldh7a1[Unknown]	product
Betaine	HMDB0000043	Betaine aldehyde + NADP + Water → Betaine + NADPH + Hydrogen Ion	Aldh7a1[Unknown]	product
Betaine aldehyde	HMDB0001252	Betaine aldehyde + NAD + Water → Betaine + NADH	Aldh7a1[Unknown]	substrate
Betaine aldehyde	HMDB0001252	Betaine aldehyde + NAD + Water → Betaine + NADH + Hydrogen Ion	Aldh7a1[Unknown]	substrate
Betaine aldehyde	HMDB0001252	Betaine aldehyde + NADP + Water → Betaine + NADPH + Hydrogen Ion	Aldh7a1[Unknown]	substrate
Betaine aldehyde	HMDB0001252	Choline + Acceptor → Betaine aldehyde + Reduced acceptor	Chdh[Unknown]	product
Betaine aldehyde	HMDB0001252	Choline + acceptor → Betaine aldehyde + reduced acceptor	Chdh[Unknown]	product
Bilirubin	HMDB0000054	Bilirubin + NAD → Biliverdin + NADH + Hydrogen Ion	Blvra[Unknown]; Blvrb[Unknown]	substrate
Bilirubin	HMDB0000054	Bilirubin + NAD(P)(+) → Biliverdin + NAD(P)H	Blvra[Unknown]; Blvrb[Unknown]	substrate
Bilirubin	HMDB0000054	Bilirubin + NADP → Biliverdin + NADPH + Hydrogen Ion	Blvra[Unknown]; Blvrb[Unknown]	substrate
Bilirubin	HMDB0000054	Uridine diphosphate glucuronic acid + Bilirubin → Uridine 5&#39;-diphosphate + Bilirubin diglucuronide	Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt1a5[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt2b1[Enzyme]; Ugt2b38[Enzyme]; Ugt2b35[Enzyme]; Ugt2b36[Enzyme]; Ugt2b5[Enzyme]; Ugt2b37[Enzyme]; Ugt2a1[Enzyme]; Ugt1a1[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt1a2[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt2b1[Enzyme]; Ugt2b38[Enzyme]; Ugt2b35[Enzyme]; Ugt2b36[Enzyme]; Ugt2b5[Enzyme]; Ugt2b37[Enzyme]; Ugt1a6b[Enzyme]; Ugt1a2[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt2a3[Enzyme]	substrate
Bilirubin diglucuronide	HMDB0003325	Bilirubin diglucuronide + Water + Reduced acceptor → Urobilinogen + D-Glucuronic acid + Acceptor	Gusb[Enzyme]	substrate
Bilirubin diglucuronide	HMDB0003325	Uridine diphosphate glucuronic acid + Bilirubin → Uridine 5&#39;-diphosphate + Bilirubin diglucuronide	Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt1a5[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt2b1[Enzyme]; Ugt2b38[Enzyme]; Ugt2b35[Enzyme]; Ugt2b36[Enzyme]; Ugt2b5[Enzyme]; Ugt2b37[Enzyme]; Ugt2a1[Enzyme]; Ugt1a1[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt1a2[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt2b1[Enzyme]; Ugt2b38[Enzyme]; Ugt2b35[Enzyme]; Ugt2b36[Enzyme]; Ugt2b5[Enzyme]; Ugt2b37[Enzyme]; Ugt1a6b[Enzyme]; Ugt1a2[Enzyme]; Ugt2b34[Enzyme]; Ugt2b1[Enzyme]; Ugt1a10[Enzyme]; Ugt1a9[Enzyme]; Ugt1a7c[Enzyme]; Ugt2a3[Enzyme]	product
Biliverdin	HMDB0001008	Bilirubin + NAD → Biliverdin + NADH + Hydrogen Ion	Blvra[Unknown]; Blvrb[Unknown]	product
Biliverdin	HMDB0001008	Bilirubin + NAD(P)(+) → Biliverdin + NAD(P)H	Blvra[Unknown]; Blvrb[Unknown]	product
Biliverdin	HMDB0001008	Bilirubin + NADP → Biliverdin + NADPH + Hydrogen Ion	Blvra[Unknown]; Blvrb[Unknown]	product
Biliverdin	HMDB0001008	Heme + AH(2) + Oxygen → Biliverdin + Fe2+ + CO + A + Water	Hmox2[Unknown]; Hmox1[Unknown]	product
Biliverdin	HMDB0001008	Hemoglobin + FADH + Oxygen → Globin + Biliverdin + Carbon monoxide + Iron + FAD + Water	Hmox2[Unknown]; Hmox1[Unknown]	product
Biocytin	HMDB0003134	Biocytin + Water → Biotin + L-Lysine	Btd[Enzyme]	substrate
Biotin	HMDB0000030	Adenosine triphosphate + Biotin + apo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)] → Adenosine monophosphate + Pyrophosphate + [3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]	Hlcs[Enzyme]	substrate
Biotin	HMDB0000030	Adenosine triphosphate + Biotin + apo-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)] → Adenosine monophosphate + Pyrophosphate + [acetyl-CoA:carbon-dioxide ligase (ADP-forming)]	Hlcs[Enzyme]	substrate
Biotin	HMDB0000030	Adenosine triphosphate + Biotin + apo-[methylmalonyl-CoA:pyruvate carboxytransferase] → Adenosine monophosphate + Pyrophosphate + [methylmalonyl-CoA:pyruvate carboxytransferase]	Hlcs[Enzyme]	substrate
Biotin	HMDB0000030	Adenosine triphosphate + Biotin + apo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)] → Adenosine monophosphate + Pyrophosphate + [propionyl-CoA:carbon-dioxide ligase (ADP-forming)]	Hlcs[Enzyme]	substrate
Biotin	HMDB0000030	Adenosine triphosphate + Biotin → Pyrophosphate + Biotinyl-5&#39;-AMP	Hlcs[Enzyme]	substrate
Biotin	HMDB0000030	Biocytin + Water → Biotin + L-Lysine	Btd[Enzyme]	product
Biotin	HMDB0000030	Biotin amide + Water → Biotin + Ammonia	Btd[Enzyme]	product
Butyric acid	HMDB0000039	Adenosine triphosphate + Butyric acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + Butyryl-CoA	Acsm1[Unknown]; Acsm2[Unknown]; Acsm2[Unknown]; Acsm3[Unknown]; Acsm5[Unknown]; Acsm4[Unknown]	substrate
Butyric acid	HMDB0000039	Butyric acid → 6-(butanoyloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid	Ugt1a1[Enzyme]	substrate
Butyryl-CoA	HMDB0001088	(S)-ethylmalonyl-CoA → Butyryl-CoA + CO(2)	Echdc1[Unknown]	product
Butyryl-CoA	HMDB0001088	Acetyl-CoA + Butyryl-CoA → Coenzyme A + 3-Oxohexanoyl-CoA	Acat2[Enzyme]; Acat3[Enzyme]; Acaa2[Enzyme]; Acat1[Enzyme]; Acaa1a[Enzyme]; Acaa1b[Enzyme]; Hadhb[Enzyme]	substrate
Butyryl-CoA	HMDB0001088	Adenosine triphosphate + Butyric acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + Butyryl-CoA	Acsm1[Unknown]; Acsm2[Unknown]; Acsm2[Unknown]; Acsm3[Unknown]; Acsm5[Unknown]; Acsm4[Unknown]	product
Butyryl-CoA	HMDB0001088	Butyryl-CoA + FAD → FADH + Crotonoyl-CoA	Acads[Unknown]; Acadm[Unknown]; Acox1[Unknown]; Acox3[Unknown]; Acadsb[Unknown]	substrate
Butyryl-CoA	HMDB0001088	Butyryl-CoA + NAD → Crotonoyl-CoA + NADH + Hydrogen Ion	Acads[Unknown]	substrate
Butyryl-CoA	HMDB0001088	Butyryl-CoA + electron-transfer flavoprotein → Crotonoyl-CoA + reduced electron-transfer flavoprotein	Acads[Unknown]	substrate
CDP	HMDB0001546	Adenosine triphosphate + CDP → ADP + Cytidine triphosphate	Nme4[Unknown]; Nme1[Unknown]; Nme7[Unknown]; Nme2[Unknown]; Nme3[Unknown]; Nme6[Unknown]; Nme5[Unknown]	substrate
CDP	HMDB0001546	Adenosine triphosphate + Cytidine monophosphate → ADP + CDP	Cmpk1[Unknown]; Cmpk2[Enzyme]	product
CDP	HMDB0001546	CDP + Water → Cytidine monophosphate + Phosphate	Entpd1[Unknown]; Entpd3[Unknown]; Entpd8[Unknown]	substrate
CDP	HMDB0001546	Cytidine triphosphate + D-Tagatose 6-phosphate → CDP + D-Tagatose 1,6-bisphosphate	Pfkp[Unknown]; Pfkl[Unknown]; Pfkm[Unknown]	product
CDP	HMDB0001546	Cytidine triphosphate + Water → CDP + Phosphate	Entpd1[Unknown]; Entpd3[Unknown]; Entpd8[Unknown]	product
CDP	HMDB0001546	Cytidine triphosphate + dolichol → CDP + Dolichol-20	Dolk[Enzyme]	product
CDP	HMDB0001546	RNA + Phosphate → RNA + CDP	Pnpt1[Enzyme]	product
CDP	HMDB0001546	dCDP + Thioredoxin disulfide + Water → Thioredoxin + CDP	Rrm1[Enzyme]; Rrm2[Unknown]; Rrm2b[Unknown]	product
CDP-ethanolamine	HMDB0001564	CDP-ethanolamine + 1,2-Diacyl-sn-glycerol → Cytidine monophosphate + Phosphatidylethanolamine	Cept1[Unknown]	substrate
CDP-ethanolamine	HMDB0001564	CDP-ethanolamine + 1,2-diacylglycerol → Cytidine monophosphate + a phosphatidylethanolamine	Cept1[Unknown]	substrate
CDP-ethanolamine	HMDB0001564	CDP-ethanolamine + 1-Alkyl-2-acylglycerol → Cytidine monophosphate + 1-Alkyl-2-acylglycerophosphoethanolamine	Cept1[Unknown]	substrate
CDP-ethanolamine	HMDB0001564	Cytidine triphosphate + O-Phosphoethanolamine → Pyrophosphate + CDP-ethanolamine	Pcyt2[Enzyme]	product
CDP-ethanolamine	HMDB0001564	O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + Cytidine monophosphate → 1-Alkenyl-2-acylglycerol + CDP-ethanolamine	Cept1[Unknown]	product
Calcidiol	HMDB0003550	Calcidiol + NADP + Water → Vitamin D3 + NADPH + Hydrogen Ion + Oxygen	Cyp2r1[Unknown]	substrate
Calcidiol	HMDB0003550	Calcidiol + NADPH + Hydrogen Ion + Oxygen → Secalciferol + NADP + Water	Cyp24a1[Unknown]	substrate
Calcidiol	HMDB0003550	Calcidiol + NADPH + Oxygen → (24R)-24,25-Dihydroxycalciol + NADP + Water	Cyp24a1[Unknown]	substrate
Calcidiol	HMDB0003550	Calcidiol + NADPH + Oxygen → Calcitriol + NADP + Water	Cyp27b1[Unknown]	substrate
Calcidiol	HMDB0003550	Calcidiol + Oxygen + NADPH + Hydrogen Ion → Calcitriol + NADP + Water	Cyp27b1[Unknown]	substrate
Calcidiol	HMDB0003550	Vitamin D3 + Oxygen + NADPH → Calcidiol + NADP(+) H(2)O	Cyp2r1[Unknown]	product
Calcitriol	HMDB0001903	Calcidiol + NADPH + Oxygen → Calcitriol + NADP + Water	Cyp27b1[Unknown]	product
Calcitriol	HMDB0001903	Calcidiol + Oxygen + NADPH + Hydrogen Ion → Calcitriol + NADP + Water	Cyp27b1[Unknown]	product
Calcitriol	HMDB0001903	Calcitriol + NADPH + Hydrogen Ion + Oxygen → 24-Hydroxycalcitriol + NADP + Water	Cyp24a1[Unknown]	substrate
Calcitriol	HMDB0001903	Calcitriol + NADPH + Oxygen → 24-Hydroxycalcitriol + NADP + Water	Cyp24a1[Unknown]	substrate
Carbamoyl phosphate	HMDB0001096	Adenosine triphosphate + Ammonia + CO(2) + Water → ADP + Phosphate + Carbamoyl phosphate	Cps1[Enzyme]	product
Carbamoyl phosphate	HMDB0001096	Adenosine triphosphate + Ammonia + Carbon dioxide + Water → ADP + Phosphate + Carbamoyl phosphate	Cps1[Enzyme]	product
Carbamoyl phosphate	HMDB0001096	Adenosine triphosphate + L-Glutamine + Hydrogen carbonate + Water → ADP + Phosphate + L-Glutamic acid + Carbamoyl phosphate	Cad[Unknown]	product
Carbamoyl phosphate	HMDB0001096	Carbamoyl phosphate + L-Aspartic acid → Phosphate + Ureidosuccinic acid	Cad[Unknown]	substrate
Carbamoyl phosphate	HMDB0001096	Carbamoyl phosphate + Ornithine → Phosphate + Citrulline	Otc[Enzyme]	substrate
Carbon dioxide	HMDB0001967	(S)-Methylmalonic acid semialdehyde + Coenzyme A + NAD → Propionyl-CoA + Carbon dioxide + NADH + Hydrogen Ion	Aldh6a1[Unknown]	product
Carbon dioxide	HMDB0001967	10-Formyltetrahydrofolate + NADP + Water → Tetrahydrofolic acid + Carbon dioxide + NADPH + Hydrogen Ion	Aldh1l1[Enzyme]; Aldh1l2[Enzyme]	product
Carbon dioxide	HMDB0001967	2,3-Epoxymenaquinone + Gla protein + Water → Menaquinol + Gla protein precursor + Carbon dioxide + Oxygen	Ggcx[Unknown]	product
Carbon dioxide	HMDB0001967	2-Amino-3-carboxymuconic acid semialdehyde → 2-Aminomuconic acid semialdehyde + Carbon dioxide	Acmsd[Enzyme]	product
Carbon dioxide	HMDB0001967	3-Methyl-2-oxovaleric acid + Thiamine pyrophosphate → 2-Methyl-1-hydroxybutyl-ThPP + Carbon dioxide	Bckdhb[Enzyme]; Bckdha[Unknown]	product
Carbon dioxide	HMDB0001967	3-Sulfinoalanine → Hypotaurine + Carbon dioxide	Gad2[Enzyme]; Gad1[Enzyme]; Csad[Enzyme]	product
Carbon dioxide	HMDB0001967	4&#39;-Phosphopantothenoylcysteine → Pantetheine 4&#39;-phosphate + Carbon dioxide	Ppcdc[Unknown]	product
Carbon dioxide	HMDB0001967	4-Hydroxyphenylpyruvic acid + Oxygen → Homogentisic acid + Carbon dioxide	Hpd[Unknown]	product
Carbon dioxide	HMDB0001967	4-Trimethylammoniobutanoic acid + Oxoglutaric acid + Oxygen → L-Carnitine + Succinic acid + Carbon dioxide	Bbox1[Unknown]	product
Carbon dioxide	HMDB0001967	4a-Carboxy-4b-methyl-5a-cholesta-8,24-dien-3b-ol + NADP → 3-Keto-4-methylzymosterol + NADPH + Hydrogen Ion + Carbon dioxide	Nsdhl[Unknown]	product
Carbon dioxide	HMDB0001967	5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylic acid → 5-Aminoimidazole ribonucleotide + Carbon dioxide	Paics[Enzyme]	product
