metabolite	HMDB_ID	reaction	gene	direction
Chenodeoxycholoyl-CoA	HMDB0006292	Propionyl-CoA + Chenodeoxycholoyl-CoA → Coenzyme A + 3a,7a-Dihydroxy-5b-24-oxocholestanoyl-CoA	SCP2[Enzyme]	substrate
Chenodeoxycholoyl-CoA	HMDB0006292	Propionyl-CoA + Chenodeoxycholoyl-CoA → Coenzyme A + 3a,7a-Dihydroxy-5b-cholestanoyl-CoA	ACAA2[Enzyme]; ACAA1[Enzyme]; HADHB[Enzyme]	substrate
Cholesterol	HMDB0000067	Acyl-CoA + Cholesterol → Coenzyme A + cholesterol ester	SOAT2[Enzyme]; SOAT1[Enzyme]	substrate
Cholesterol	HMDB0000067	Cholesterol + AH(2) + Oxygen → 25-Hydroxycholesterol + A + Water	CH25H[Unknown]	substrate
Cholesterol	HMDB0000067	Cholesterol + NAD → 7-Dehydrocholesterol + NADH + Hydrogen Ion	DHCR7[Enzyme]	substrate
Cholesterol	HMDB0000067	Cholesterol + NADP → 7-Dehydrocholesterol + NADPH	DHCR7[Enzyme]	substrate
Cholesterol	HMDB0000067	Cholesterol + NADP → 7-Dehydrocholesterol + NADPH + Hydrogen Ion	DHCR7[Enzyme]	substrate
Cholesterol	HMDB0000067	Cholesterol + NADP → Desmosterol + Hydrogen Ion + NADPH	DHCR24[Unknown]	substrate
Cholesterol	HMDB0000067	Cholesterol + NADPH + Oxygen → 24-Hydroxycholesterol + NADP + Water	CYP46A1[Unknown]	substrate
Cholesterol	HMDB0000067	Cholesterol + NADPH + Oxygen → 7alpha-Hydroxycholesterol + NADP + Water	CYP7A1[Unknown]	substrate
Cholesterol	HMDB0000067	Cholesterol + Oat gum → Cholesterol sulfate + Water	STS[Unknown]	substrate
Cholesterol	HMDB0000067	Cholesterol + Oxygen + Hydrogen Ion + Reduced adrenal ferredoxin → 20alpha-Hydroxycholesterol + Water + Oxidized adrenal ferredoxin	CYP11A1[Unknown]	substrate
Cholesterol	HMDB0000067	Cholesterol + Oxygen + NADPH + Hydrogen Ion → 27-Hydroxycholesterol + NADP + Water	CYP27A1[Unknown]	substrate
Cholesterol	HMDB0000067	Cholesterol + Oxygen + NADPH + Hydrogen Ion → 7alpha-Hydroxycholesterol + NADP + Water	CYP7A1[Unknown]	substrate
Cholesterol	HMDB0000067	Cholesterol + Oxygen + Reduced adrenal ferredoxin + Hydrogen Ion → 22b-Hydroxycholesterol + Water + Oxidized adrenal ferredoxin	CYP11A1[Unknown]	substrate
Cholesterol	HMDB0000067	Cholesterol + Phosphoadenosine phosphosulfate → Cholesterol sulfate + Adenosine 3&#39;,5&#39;-diphosphate	SULT2B1[Enzyme]	substrate
Cholesterol	HMDB0000067	Cholesterol + Reduced acceptor + Oxygen → 25-Hydroxycholesterol + Acceptor + Water	CH25H[Unknown]	substrate
Cholesterol	HMDB0000067	Cholesterol + reduced adrenal ferredoxin + Oxygen → Pregnenolone + 4-Methylpentanal + oxidized adrenal ferredoxin + Water	CYP11A1[Unknown]	substrate
Cholesterol	HMDB0000067	Cholesterol ester + Water → Cholesterol + Fatty acid	LIPA[Enzyme]; CEL[Unknown]	product
Cholesterol sulfate	HMDB0000653	Cholesterol + Oat gum → Cholesterol sulfate + Water	STS[Unknown]	product
Cholesterol sulfate	HMDB0000653	Cholesterol + Phosphoadenosine phosphosulfate → Cholesterol sulfate + Adenosine 3&#39;,5&#39;-diphosphate	SULT2B1[Enzyme]	product
Cholic acid	HMDB0000619	Adenosine triphosphate + Cholic acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + Choloyl-CoA	SLC27A5[Enzyme]	substrate
Cholic acid	HMDB0000619	Choloyl-CoA + Water → Cholic acid + Coenzyme A	ACOT8[Enzyme]	product
Choline	HMDB0000097	A phosphatidylcholine + Water → Choline + a phosphatidate	PLD2[Enzyme]; PLD1[Unknown]; PLD3[Enzyme]; PLD4[Enzyme]	product
Choline	HMDB0000097	Acetyl-CoA + Choline → Coenzyme A + Acetylcholine	CHAT[Enzyme]	substrate
Choline	HMDB0000097	Acetylcholine + Water → Choline + Acetic acid	ACHE[Enzyme]	product
Choline	HMDB0000097	Adenosine triphosphate + Choline → ADP + Phosphorylcholine	CHKB[Enzyme]; CHKA[Enzyme]	substrate
Choline	HMDB0000097	An acylcholine + Water → Choline + a carboxylate	BCHE[Enzyme]	product
Choline	HMDB0000097	Choline + Acceptor → Betaine aldehyde + Reduced acceptor	CHDH[Unknown]	substrate
Choline	HMDB0000097	Choline + acceptor → Betaine aldehyde + reduced acceptor	CHDH[Unknown]	substrate
Choline	HMDB0000097	Glycerophosphocholine + Water → Choline + Glycerol 3-phosphate	GPCPD1[Unknown]	product
Choline	HMDB0000097	Phosphatidylcholine + Water → Phosphatidate + Choline	PLD2[Enzyme]; PLD1[Unknown]; PLD3[Enzyme]; PLD4[Enzyme]	product
Choline	HMDB0000097	Phosphorylcholine + Water → Choline + Phosphate	PHOSPHO1[Unknown]	product
Choloyl-CoA	HMDB0001374	Adenosine triphosphate + Cholic acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + Choloyl-CoA	SLC27A5[Enzyme]	product
Choloyl-CoA	HMDB0001374	Choloyl-CoA + Glycine → Coenzyme A + Glycocholic acid	BAAT[Enzyme]	substrate
Choloyl-CoA	HMDB0001374	Choloyl-CoA + Taurine → Coenzyme A + Taurocholic acid	BAAT[Enzyme]	substrate
Choloyl-CoA	HMDB0001374	Choloyl-CoA + Water → Cholic acid + Coenzyme A	ACOT8[Enzyme]	substrate
Choloyl-CoA	HMDB0001374	Propionyl-CoA + Choloyl-CoA → Coenzyme A + 3a,7a,12a-Trihydroxy-5b-24-oxocholestanoyl-CoA	SCP2[Enzyme]	substrate
Chondroitin	HMDB0000629	Chondroitin → Dermatan	DSE[Enzyme]	substrate
Chondroitin	HMDB0000629	Phosphoadenosine phosphosulfate + Chondroitin → Adenosine 3&#39;,5&#39;-diphosphate + Chondroitin 4-sulfate	CHST11[Enzyme]; CHST13[Enzyme]; CHST12[Enzyme]	substrate
Chondroitin	HMDB0000629	Phosphoadenosine phosphosulfate + Chondroitin → Adenosine 3&#39;,5&#39;-diphosphate + Chondroitin 6-sulfate	CHST3[Enzyme]; CHST7[Enzyme]	substrate
Chondroitin	HMDB0000629	Phosphoadenosine phosphosulfate + Chondroitin → Adenosine 3&#39;,5&#39;-diphosphate + chondroitin 4&#39;-sulfate	CHST11[Enzyme]; CHST13[Enzyme]; CHST12[Enzyme]	substrate
Ciliatine	HMDB0011747	Cytidine triphosphate + Ciliatine → Pyrophosphate + CMP-2-aminoethylphosphonate	PCYT2[Enzyme]	substrate
Citicoline	HMDB0001413	1-Alkyl-2-acylglycerol + Citicoline → 1-Radyl-2-acyl-sn-glycero-3-phosphocholine + Cytidine monophosphate	CHPT1[Unknown]; CEPT1[Unknown]	substrate
Citicoline	HMDB0001413	Citicoline + 1,2-Diacyl-sn-glycerol → Cytidine monophosphate + Phosphatidylcholine	CHPT1[Unknown]; CEPT1[Unknown]	substrate
Citicoline	HMDB0001413	Citicoline + 1,2-diacylglycerol → Cytidine monophosphate + a phosphatidylcholine	CHPT1[Unknown]; CEPT1[Unknown]	substrate
Citicoline	HMDB0001413	Citicoline + 1-Alkyl-2-acetyl-sn-glycerol → Cytidine monophosphate + 2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine	CHPT1[Unknown]; CEPT1[Unknown]	substrate
Citicoline	HMDB0001413	Citicoline + Water → Cytidine monophosphate + Phosphorylcholine	ADPRM[Unknown]	substrate
Citicoline	HMDB0001413	Cytidine triphosphate + Phosphorylcholine → Pyrophosphate + Citicoline	PCYT1B[Enzyme]; PCYT1A[Enzyme]	product
Citric acid	HMDB0000094	ADP + Phosphate + Acetyl-CoA + Oxalacetic acid → Adenosine triphosphate + Citric acid + Coenzyme A	ACLY[Enzyme]	product
Citric acid	HMDB0000094	Acetyl-CoA + Water + Oxalacetic acid → Citric acid + Coenzyme A	CS[Enzyme]	product
Citric acid	HMDB0000094	Adenosine triphosphate + Citric acid + Coenzyme A → ADP + Phosphate + Acetyl-CoA + Oxalacetic acid	ACLY[Enzyme]	substrate
Citric acid	HMDB0000094	Adenosine triphosphate + Citric acid + L-Glutamic acid → ADP + Phosphate + beta-citryl-L-glutamate	RIMKLB[Unknown]	substrate
Citric acid	HMDB0000094	Citric acid + Coenzyme A → Acetyl-CoA + Water + Oxalacetic acid	CS[Enzyme]	substrate
Citric acid	HMDB0000094	Citric acid → Isocitric acid	ACO2[Enzyme]; ACO1[Unknown]	substrate
Citric acid	HMDB0000094	Citric acid → cis-Aconitic acid + Water	ACO2[Enzyme]; ACO1[Unknown]	substrate
Citrulline	HMDB0000904	Adenosine triphosphate + Citrulline + L-Aspartic acid → Adenosine monophosphate + Pyrophosphate + Argininosuccinic acid	ASS1[Enzyme]; ASS1[Enzyme]	substrate
Citrulline	HMDB0000904	Asymmetric dimethylarginine + Water → Dimethylamine + Citrulline	DDAH1[Unknown]; DDAH2[Enzyme]	product
Citrulline	HMDB0000904	Carbamoyl phosphate + Ornithine → Phosphate + Citrulline	OTC[Enzyme]	product
Citrulline	HMDB0000904	L-Arginine + NADPH + Oxygen → Citrulline + Nitric oxide + NADP + Water	NOS2[Unknown]; NOS1[Unknown]; NOS3[Unknown]	product
Citrulline	HMDB0000904	L-Arginine + Oxygen + NADPH + Hydrogen Ion → Nitric oxide + Citrulline + NADP + Water	NOS2[Unknown]; NOS1[Unknown]; NOS3[Unknown]	product
Citrulline	HMDB0000904	NADPH + N(omega)-Hydroxyarginine + Oxygen + Hydrogen Ion → NADP + Nitric oxide + Citrulline + Water	NOS2[Unknown]; NOS1[Unknown]; NOS3[Unknown]	product
Coenzyme A	HMDB0001423	 + hexadecanoyl-CoA →  + Coenzyme A	PIGW[Enzyme]	product
Coenzyme A	HMDB0001423	(+)-7-Isojasmonic acid CoA + Acetyl-CoA → Coenzyme A + 3-Oxo-OPC4-CoA	ACAA1[Enzyme]	product
Coenzyme A	HMDB0001423	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA + Water → Coenzyme A + Eicosapentaenoic acid	ACOT7[Enzyme]; ACOT2[Enzyme]; ACOT4[Enzyme]; ACOT1[Enzyme]	product
Coenzyme A	HMDB0001423	(S)-3-Hydroxyisobutyryl-CoA + Water → Coenzyme A + (S)-3-Hydroxyisobutyric acid	HIBCH[Enzyme]; HIBCH[Enzyme]	product
Coenzyme A	HMDB0001423	(S)-Methylmalonic acid semialdehyde + Coenzyme A + NAD → Methylmalonyl-CoA + NADH + Hydrogen Ion	ALDH6A1[Unknown]	substrate
Coenzyme A	HMDB0001423	(S)-Methylmalonic acid semialdehyde + Coenzyme A + NAD → Propionyl-CoA + Carbon dioxide + NADH + Hydrogen Ion	ALDH6A1[Unknown]	substrate
Coenzyme A	HMDB0001423	17alpha,20alpha-Dihydroxypregn-4-en-3-one + Adenosine triphosphate + Coenzyme A → (25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA + Adenosine monophosphate + Pyrophosphate	SLC27A5[Enzyme]	substrate
Coenzyme A	HMDB0001423	2,4-Diamino-6-nitrotoluene + Acetyl-CoA → 4-Acetamido-2-amino-6-nitrotoluene + Coenzyme A	NAT1[Enzyme]; NAT2[Enzyme]	product
Coenzyme A	HMDB0001423	2-Methyl-3-oxopropanoic acid + Coenzyme A + Water + NAD → Propionyl-CoA + Hydrogen carbonate + NADH	ALDH6A1[Unknown]	substrate
Coenzyme A	HMDB0001423	3-Hydroxy-3-methylglutaryl-CoA + Coenzyme A → Acetyl-CoA + Water + Acetoacetyl-CoA	HMGCS2[Enzyme]; HMGCS1[Enzyme]	substrate
Coenzyme A	HMDB0001423	3-Hydroxypropionyl-CoA + Phosphate + ADP → Hydroxypropionic acid + Coenzyme A + Adenosine triphosphate	HIBCH[Enzyme]	product
Coenzyme A	HMDB0001423	3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholanoyl-CoA + Propionyl-CoA → Coenzyme A + 3-alpha,7-alpha,12-alpha-trihydroxy-24-oxo-5-beta-cholestanoyl-CoA	SCP2[Enzyme]	product
Coenzyme A	HMDB0001423	A very-long-chain acyl-CoA + Malonyl-CoA → Coenzyme A + a very-long-chain 3-oxoacyl-CoA + CO(2)	ELOVL4[Enzyme]; ELOVL2[Unknown]; ELOVL1[Unknown]; ELOVL3[Unknown]; ELOVL5[Unknown]; ELOVL6[Unknown]; ELOVL7[Unknown]	product
Coenzyme A	HMDB0001423	ADP + Phosphate + Acetyl-CoA + Oxalacetic acid → Adenosine triphosphate + Citric acid + Coenzyme A	ACLY[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl adenylate + Coenzyme A → Adenosine monophosphate + Acetyl-CoA	ACSS2[Enzyme]; ACSS1[Enzyme]	substrate
Coenzyme A	HMDB0001423	Acetyl-CoA +  → Coenzyme A + 	HGSNAT[Unknown]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + 1-Organyl-2-lyso-sn-glycero-3-phosphocholine → Coenzyme A + 2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine	LPCAT1[Unknown]; LPCAT2[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + 1-alkyl-sn-glycero-3-phosphocholine → Coenzyme A + 2-acetyl-1-alkyl-sn-glycero-3-phosphocholine	LPCAT1[Unknown]; LPCAT2[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + Acetylhydrazine → Coenzyme A + N,N&#39;-Diacetylhydrazine	NAT1[Enzyme]; NAT2[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + Acyl-carrier protein → Coenzyme A + Acetyl-[acyl-carrier protein]	FASN[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + Butyryl-CoA → Coenzyme A + 3-Oxohexanoyl-CoA	ACAT2[Enzyme]; ACAA2[Enzyme]; ACAT1[Enzyme]; ACAA1[Enzyme]; HADHB[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + Choline → Coenzyme A + Acetylcholine	CHAT[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine → Coenzyme A + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine	DLAT[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + Glucosamine 6-phosphate → Coenzyme A + N-Acetyl-D-Glucosamine 6-Phosphate	GNPNAT1[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + Glycine → Coenzyme A + L-2-Amino-3-oxobutanoic acid	GCAT[Enzyme]; GCAT[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + Isoniazid → Coenzyme A + Acetylisoniazid	NAT1[Enzyme]; NAT2[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + L-Aspartic acid → Coenzyme A + N-Acetyl-L-aspartic acid	NAT8L[Unknown]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + L-Carnitine → Coenzyme A + L-Acetylcarnitine	CRAT[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + L-Glutamic acid → Coenzyme A + N-Acetyl-L-glutamic acid	NAGS[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + Putrescine → Coenzyme A + N-Acetylputrescine	SAT2[Enzyme]; SAT1[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + Serotonin → Coenzyme A + N-Acetylserotonin	AANAT[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + Water + Acetoacetyl-CoA → 3-Hydroxy-3-methylglutaryl-CoA + Coenzyme A	HMGCS2[Enzyme]; HMGCS1[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + Water + Oxalacetic acid → Citric acid + Coenzyme A	CS[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + Water → Coenzyme A + Acetic acid	ACOT12[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + [acyl-carrier-protein] → Coenzyme A + acetyl-[acyl-carrier-protein]	FASN[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + [alpha-tubulin]-L-lysine → Coenzyme A + [alpha-tubulin]-N(6)-acetyl-L-lysine	ATAT1[Unknown]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + [histone] → Coenzyme A + acetyl-[histone]	EP300[Unknown]; CREBBP[Unknown]; GTF3C4[Enzyme]; NCOA3[Enzyme]; KAT2B[Enzyme]; CDY1[Enzyme]; KAT5[Enzyme]; NCOA1[Enzyme]; CDY2A[Enzyme]; KAT2A[Enzyme]; ELP3[Unknown]; KAT6B[Enzyme]; KAT8[Enzyme]; HAT1[Enzyme]; CDYL[Enzyme]; CLOCK[Enzyme]; KAT7[Enzyme]; KAT6A[Unknown]; NAA60[Unknown]; MGEA5[Unknown]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + a 2-arylethylamine → Coenzyme A + an N-acetyl-2-arylethylamine	AANAT[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + an alkane-alpha,omega-diamine → Coenzyme A + an N-acetyldiamine	SAT2[Enzyme]; SAT1[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + an arylamine → Coenzyme A + an N-acetylarylamine	NAT1[Enzyme]; NAT2[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + enzyme N(6)-(dihydrolipoyl)lysine → Coenzyme A + enzyme N(6)-(S-acetyldihydrolipoyl)lysine	DLAT[Enzyme]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + heparan sulfate alpha-D-glucosaminide → Coenzyme A + heparan sulfate N-acetyl-alpha-D-glucosaminide	HGSNAT[Unknown]	product
Coenzyme A	HMDB0001423	Acetyl-CoA + peptide → N(alpha)-acetylpeptide + Coenzyme A	NAA10[Unknown]; NAA11[Unknown]; NAA20[Unknown]; NAA30[Unknown]; NAA60[Unknown]	product
Coenzyme A	HMDB0001423	Acetyl-CoA → Coenzyme A + Acetoacetyl-CoA	ACAT2[Enzyme]; ACAT1[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + 1,2-diacylglycerol → Coenzyme A + triacylglycerol	DGAT1[Enzyme]; DGAT2[Enzyme]; MOGAT3[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + 1-Acyl-sn-glycero-3-phosphocholine → Coenzyme A + Phosphatidylcholine	LPCAT3[Enzyme]; LPCAT1[Unknown]; LPCAT2[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + 1-Acyl-sn-glycero-3-phosphoglycerol → Coenzyme A + Phosphatidylglycerol	LPCAT1[Unknown]; LPCAT2[Enzyme]; LCLAT1[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + 1-Acyl-sn-glycero-3-phosphoserine → Coenzyme A + Phosphatidylserine	LPCAT3[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + 1-Acylglycerophosphoinositol → Coenzyme A + 1-Phosphatidyl-D-myo-inositol	AGPAT3[Enzyme]; AGPAT4[Enzyme]; LCLAT1[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + 1-Organyl-2-lyso-sn-glycero-3-phosphocholine → Coenzyme A + 1-Radyl-2-acyl-sn-glycero-3-phosphocholine	LPCAT1[Unknown]; LPCAT2[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + 1-acyl-sn-glycero-3-phosphatidylinositol → Coenzyme A + 1,2-diacyl-sn-glycero-3-phosphatidylinositol	MBOAT7[Unknown]	product
Coenzyme A	HMDB0001423	Acyl-CoA + 1-acyl-sn-glycero-3-phosphatidylserine → Coenzyme A + 1,2-diacyl-sn-glycero-3-phosphatidylserine	LPCAT3[Enzyme]; MBOAT1[Unknown]	product
Coenzyme A	HMDB0001423	Acyl-CoA + 1-acyl-sn-glycero-3-phosphocholine → Coenzyme A + 1,2-diacyl-sn-glycero-3-phosphocholine	LPCAT3[Enzyme]; LPCAT1[Unknown]; LPCAT2[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + 1-acyl-sn-glycero-3-phosphoethanolamine → Coenzyme A + 1,2-diacyl-sn-glycero-3-phosphoethanolamine	MBOAT2[Unknown]	product
Coenzyme A	HMDB0001423	Acyl-CoA + 1-acyl-sn-glycerol 3-phosphate → Coenzyme A + 1,2-diacyl-sn-glycerol 3-phosphate	AGPAT3[Enzyme]; AGPAT2[Enzyme]; AGPAT1[Enzyme]; AGPAT5[Enzyme]; AGPAT4[Enzyme]; LCLAT1[Enzyme]; ABHD5[Unknown]; MBOAT2[Unknown]	product
Coenzyme A	HMDB0001423	Acyl-CoA + 2-acylglycerol → Coenzyme A + DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	MOGAT2[Enzyme]; MOGAT1[Enzyme]; MOGAT3[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + Acetyl-CoA → Coenzyme A + 3-Oxoacyl-CoA	ACAA2[Enzyme]; HADHB[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + Acetyl-CoA → Coenzyme A + 3-oxoacyl-CoA	ACAA2[Enzyme]; ACAA1[Enzyme]; HADHB[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + Cholesterol → Coenzyme A + cholesterol ester	SOAT2[Enzyme]; SOAT1[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + Dihydroxyacetone phosphate → Coenzyme A + acylglycerone phosphate	GNPAT[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + Glycerol 3-phosphate → Coenzyme A + 1-acyl-sn-glycerol 3-phosphate	GPAM[Enzyme]; AGPAT6[Enzyme]; AGPAT9[Enzyme]; GPAT2[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + Glycine → Coenzyme A + N-acylglycine	GLYAT[Enzyme]; GLYATL2[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + L-Glutamine → Coenzyme A + N-acyl-L-glutamine	GLYATL1[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + Monolysocardiolipin → Coenzyme A + Cardiolipin	LCLAT1[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + Sphinganine → Coenzyme A + Dihydroceramide	CERS1[Enzyme]; CERS5[Unknown]; CERS2[Unknown]; CERS3[Unknown]; CERS4[Unknown]; CERS6[Unknown]	product
Coenzyme A	HMDB0001423	Acyl-CoA + Sphingosine → Coenzyme A + N-Acylsphingosine	CERS1[Enzyme]; CERS5[Unknown]; CERS2[Unknown]; CERS3[Unknown]; CERS4[Unknown]; CERS6[Unknown]	product
Coenzyme A	HMDB0001423	Acyl-CoA + Vitamin A → Coenzyme A + Retinyl ester	DGAT1[Enzyme]; DGAT1[Enzyme]; DGAT2[Enzyme]; AWAT2[Enzyme]; AWAT2[Enzyme]	product
Coenzyme A	HMDB0001423	Acyl-CoA + a long-chain alcohol → Coenzyme A + a long-chain ester	AWAT1[Enzyme]; AWAT2[Enzyme]	product
Coenzyme A	HMDB0001423	Adenosine triphosphate + 17alpha,20alpha-Dihydroxypregn-4-en-3-one + Coenzyme A → Adenosine monophosphate + Pyrophosphate + 3a,7a-Dihydroxy-5b-cholestanoyl-CoA	SLC27A5[Enzyme]	substrate
Coenzyme A	HMDB0001423	Adenosine triphosphate + Acetic acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + Acetyl-CoA	ACSS2[Enzyme]; ACSS1[Enzyme]; ACSS3[Unknown]	substrate
Coenzyme A	HMDB0001423	Adenosine triphosphate + Acetoacetic acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + Acetoacetyl-CoA	AACS[Enzyme]	substrate
Coenzyme A	HMDB0001423	Adenosine triphosphate + Butyric acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + Butyryl-CoA	ACSM1[Unknown]; ACSM2A[Unknown]; ACSM2B[Unknown]; ACSM3[Unknown]; ACSM5[Unknown]; ACSM4[Unknown]	substrate
Coenzyme A	HMDB0001423	Adenosine triphosphate + Cholic acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + Choloyl-CoA	SLC27A5[Enzyme]	substrate
Coenzyme A	HMDB0001423	Adenosine triphosphate + Citric acid + Coenzyme A → ADP + Phosphate + Acetyl-CoA + Oxalacetic acid	ACLY[Enzyme]	substrate
Coenzyme A	HMDB0001423	Adenosine triphosphate + Coprocholic acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + (25R)-3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA	SLC27A5[Enzyme]	substrate
Coenzyme A	HMDB0001423	Adenosine triphosphate + Coprocholic acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + 3a,7a,12a-Trihydroxy-5b-cholestanoyl-CoA	SLC27A5[Enzyme]	substrate
Coenzyme A	HMDB0001423	Adenosine triphosphate + Dephospho-CoA → ADP + Coenzyme A	COASY[Enzyme]	product
Coenzyme A	HMDB0001423	Adenosine triphosphate + Palmitic acid + Coenzyme A → Adenosine monophosphate + Palmityl-CoA + Pyrophosphate	ACSL1[Unknown]	substrate
Coenzyme A	HMDB0001423	Adenosine triphosphate + Palmitic acid + Coenzyme A → Adenosine monophosphate + hexadecanoyl-CoA + Pyrophosphate	ACSL4[Unknown]; ACSL6[Unknown]; ACSL5[Unknown]; ACSL3[Unknown]; ACSBG2[Enzyme]; ACSBG1[Enzyme]	substrate
Coenzyme A	HMDB0001423	Adenosine triphosphate + Succinic acid + Coenzyme A → ADP + Phosphate + Succinyl-CoA	SUCLG1[Unknown]; SUCLA2[Unknown]	substrate
Coenzyme A	HMDB0001423	Adenosine triphosphate + a carboxylate + Coenzyme A → Adenosine monophosphate + Pyrophosphate + an acyl-CoA	ACSM1[Unknown]; ACSM6[Unknown]; ACSM2A[Unknown]; ACSM2B[Unknown]; ACSM3[Unknown]; ACSM5[Unknown]; ACSM4[Unknown]	substrate
Coenzyme A	HMDB0001423	Adenosine triphosphate + a long-chain fatty acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + an acyl-CoA	ACSL4[Unknown]; ACSL1[Unknown]; ACSL6[Unknown]; ACSL5[Unknown]; ACSL3[Unknown]; SLC27A2[Enzyme]; ACSBG2[Enzyme]; ACSBG1[Enzyme]	substrate
Coenzyme A	HMDB0001423	Adenosine triphosphate + a very-long-chain carboxylic acid + Coenzyme A → Adenosine monophosphate + Pyrophosphate + an acyl-CoA	SLC27A2[Enzyme]	substrate
Coenzyme A	HMDB0001423	Alpha-Linolenoyl-CoA + Water → Coenzyme A + alpha-Linolenic acid	ACOT7[Enzyme]; ACOT2[Enzyme]; ACOT4[Enzyme]; ACOT1[Enzyme]	product
Coenzyme A	HMDB0001423	Arachidonyl-CoA + Water → Coenzyme A + Arachidonic acid	ACOT7[Enzyme]; ACOT2[Enzyme]; ACOT4[Enzyme]; ACOT1[Enzyme]	product
Coenzyme A	HMDB0001423	Benzoyl-CoA + Glycine → Coenzyme A + Hippuric acid	GLYAT[Enzyme]	product
Coenzyme A	HMDB0001423	Cervonyl coenzyme A + Acetyl-CoA → Coenzyme A + (6Z,9Z,12Z,15Z,18Z,21Z)-3-Oxotetracosahexa-6,9,12,15,18,21-enoyl-CoA	ACAA1[Enzyme]	product
Coenzyme A	HMDB0001423	Cervonyl coenzyme A + Water → Coenzyme A + Docosahexaenoic acid	ACOT7[Enzyme]; ACOT2[Enzyme]; ACOT4[Enzyme]; ACOT1[Enzyme]	product
